ILCE;KAPINO;ENLEM;ACIKLAMA;ILCEID;MAHALLE;MAHALLEID;ADI;BOYLAM;YOL
TİRE;;38.135441401521;3527-089-01;997;KAHRAT;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.863297771607;KAHRAT MAH. ABDİ İPEKÇİ CD. NU:1
TİRE;;38.082320552358;3527-033-01;997;DUMLUPINAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.726281535638;DUMLUPINAR MAH. ŞANİZADE CD. NU:1
BAYRAKLI;;38.480746890832;3530-017-01;11;ORG.NAFİZ GÜRMAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.137022844431;7170
BERGAMA;;39.118827112899;3505-052-01;999;GAZİPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.17755769349;ÇIBANDEDE SOK.VE AKINCILAR CAD. KESİŞİMİ
BUCA;;38.370833469173;3508-044-01;8;YEŞİLBAĞLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.147313978194;637/16 SOKAK VE 637/35 SOKAK ARASI
ALİAĞA;;38.752004598079;3502-006-01;3;ÇAKMAKLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.909662371949;10/36
KİRAZ;;38.255157327467;3519-012-01;994;ÇANAKÇI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.249046040143;İLKOKUL BAHÇESİ - ÇANAKÇI SOKAK
BERGAMA;;39.090554672361;3505-106-01;999;SAĞANCI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.03286507997;SAĞANCI YUNUS ŞAHİNKOÇ ORTAOKULU BAHÇESİ - SAĞANCI SOKAK
BERGAMA;;39.238024353386;3505-031-01;999;ÇALTIKORU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.323733211346;ÇALTIKORU SOKAK
BERGAMA;;39.217834243818;3505-102-01;999;PAŞAKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.30487262374;PAŞAKÖY SOKAK
BERGAMA;;38.970225813107;3505-026-01;999;BOZYERLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.116034521306;2777 SOKAK
BERGAMA;;39.185224079742;3505-027-01;999;BÖLCEK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.425877119601;BİLGE CAD.
BERGAMA;;39.1916403524;3505-048-01;999;FERİZLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.297062904714;FERİZLER SOKAK
BAYINDIR;;38.278712486482;3504-039-01;7;KIZILOBA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.685896437771;KIZILOBA İLKOKULU
BAYINDIR;;38.26991239892;3504-018-01;7;DERNEKLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.547897140244;KÖY MEYDANI
BAYINDIR;;38.175912837994;3504-014-01;7;ARIKBAŞI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.494597555103;ÇIRPI MUSTAFA ADANIR ORTAOKULU
BAYINDIR;;38.224412732059;3504-012-01;7;CAMİİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.646696716993;DÖRT EYLÜL İLKOKULU
BAYINDIR;;38.220712755984;3504-006-01;7;MİTHATPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.65119670014;ATATÜRK İLKOKULU
KİRAZ;;38.23028820225;3519-029-01;994;KIRKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.191714026672;MEHMET AKİF ERSOY CAD.
ÖDEMİŞ;;38.27568595188;3524-039-01;998;HACIHASAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.077717277676;OKUL BAHÇESİ - HACIHASAN MAH. KÜMEEVLER
ÖDEMİŞ;;38.192589991288;3524-078-01;998;SEYREKLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.916519689304;OKUL BAHÇESİ - SEYREKLİ MAH. KÜMEEVLER
KİRAZ;;38.29539582555;3519-017-01;994;DOKUZLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.147747145552;İLKOKUL BAHÇESİ - DOKUZLAR SOKAK
ÖDEMİŞ;;38.231986686227;3524-016-01;998;BUCAK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.109442842583;OKUL BAHÇESİ - BUCAK MAH. KÜMEEVLER
ÖDEMİŞ;;38.016138757125;3524-037-01;998;GÜNEY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.978740479372;MAH. MEYDANI - GÜNEY MAH. KÜMEEVLER
ÖDEMİŞ;;38.109329604699;3524-075-01;998;OVAKENT;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.019216278587;FUTBOL SAHASI - HAMAM SOKAK
ÖDEMİŞ;;38.106349152244;3524-031-01;998;EMİRLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.119441548426;OKUL BAHÇESİ - EMİRLİ SOKAK
ÖDEMİŞ;;38.201686571249;3524-054-01;998;KIŞLA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.060608865567;OKUL BAHÇESİ - KIŞLA MAH. KÜMEEVLER
BAYRAKLI;;38.476211891437;3530-021-01;11;SOĞUKKUYU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.115696957811;GİRNE
BAYINDIR;;38.268812506416;3504-029-01;7;HİSARLIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.652696618528;ALAÇIK PAZAR ALANI
BAYINDIR;;38.282181161513;3504-005-01;7;BALCILAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.576286344507;ESKİ OKUL BAHÇESİ - BALCILAR YOLU SOKAK
BAYRAKLI;;38.455223071722;3530-014-01;11;MANSUROĞLU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.184313652279;284/1SOKAK PARK ALANI
BAYINDIR;;38.225545671173;3504-052-01;7;TURAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.67894301448;BAŞÖĞRETMEN ATATÜRK SOKAK
ÇEŞME;;38.280884965121;3509-022-01;1001;ŞEHİT MEHMET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.250062617038;336
KİRAZ;;38.230620427996;3519-010-01;994;CEVİZLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.458032779118;İLKOKUL BAHÇESİ - CEVİZLİ SOKAK
BERGAMA;;39.071514594227;3505-080-01;999;KAŞIKÇI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.231622481019;KAŞIKÇI SOKAK
TİRE;;38.080922568169;3527-012-01;997;BAHARİYE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.735112492971;BAHARİYE MAH. BUĞDAYDEDE TÜRBESİ SK. NU:3
ALİAĞA;;38.726166474148;3502-024-01;3;ŞEHİTKEMAL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.985711168599;GÖKTEPE CADDESİ - ŞEHİTKEMAL ORTAOKULU BAHÇESİ
BUCA;;38.300637032504;3508-017-01;8;DOĞANCILAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.340557128544;İLKOKUL BAHÇESİ - 6002 SOKAK VE 6003 SOKAK KESİŞİMİ
ÖDEMİŞ;;38.221204332729;3524-082-01;998;ŞİRİNKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.868207137938;ESKİ OKUL BAHÇESİ - ŞİRİNKÖY MAH. KÜMEEVLER
ÖDEMİŞ;;38.030155689774;3524-064-01;998;KÜÇÜKÖREN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.994479892004;MAH. MEYDANI - KÜÇÜKÖREN MAH. KÜMEEVLER
TİRE;;38.086182348232;3527-029-01;997;DERELİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.844641276736;DERELİ MAH. MEYDANI - DERELİ CUMHURİYET SOKAK
ÖDEMİŞ;;38.275464784204;3524-030-01;998;DOLAYLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.986392957686;OKUL BAHÇESİ - DOLAYLAR MAH. KÜMEEVLER
DİKİLİ;;39.062667097422;3511-011-01;995;GAZİPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.87999979414;MÜNEVVER DENİZOĞLU OKULU BAHÇESİ -  57 SOKAK
KINIK;;39.011508022888;3518-019-01;996;İBRAHİMAĞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.260547958494;ESKİ OKUL BAHÇESİ - İBRAHİMAĞA MAH. MEYDANI - KAYIN KÜMEEVLER
BERGAMA;;39.179265444842;3505-036-01;999;ÇİTKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.277471202886;İLKOKUL BAHÇESİ - ÇİTKÖY SOKAK
BERGAMA;;39.252499029624;3505-133-01;999;YUKARIBEY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.091221639362;KOCA SOKAK
TİRE;;38.020136999782;3527-069-01;997;ORTAKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.681118872547;ORTAKÖY MAH. MEYDANI - ORTAKÖY MERKEZ KÜMEEVLERİ
KİRAZ;;38.245985130818;3519-009-01;994;CERİTLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.203716946509;İLKOKUL BAHÇESİ - KOCACERİTLER SOKAK
DİKİLİ;;39.113040425962;3511-018-01;995;MAZILI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.966228155086;KIROBA ATATÜRK CAD.
DİKİLİ;;38.996825523267;3511-022-01;995;MERDİVENLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.851302678538;MERDİVENLİ ATATÜRK
ÖDEMİŞ;;38.226175026335;3524-087-01;998;UMURBEY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.97093810564;KAYALI SOKAK OTOPARK
MENEMEN;;38.605566181256;3522-066-01;17;ZAFER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.07222095134;SU DEPOSU YANI MEVKİİ
MENEMEN;;38.538966260549;3522-005-03;17;9 EYLÜL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.042743238786;7611
MENEMEN;;38.580299322645;3522-037-01;17;İNCİRLİ PINAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.083695938732;117/1
KARABURUN;;38.542815464314;3515-003-01;1000;EĞLENHOCA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.56910404052;EĞLENHOCA KÜMEEVLER
KARABURUN;;38.614038532974;3515-001-01;1000;ANBARSEKİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.523659652687;ANBARSEKİ KÜMEEVLER
KINIK;;39.105285460221;3518-033-01;996;TAŞTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.465606418663;İLKOKUL BAHÇESİ - ŞİİR KÜMEEVLER
ÖDEMİŞ;;38.296254975201;3524-079-01;998;SUÇIKTI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.893890688328;KÖY MEYDANI - SUÇIKTI MAH. KÜMEEVLER
ÖDEMİŞ;;38.17431422538;3524-047-01;998;KARAKOVA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.940187847088;ESKİ OKUL BAHÇESİ - KARAKOVA MAH. KÜMEEVLER
ÖDEMİŞ;;38.012917123388;3524-040-01;998;HAMAM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.989983221167;OKUL BAHÇESİ - HAMAM MAH. MENDEGÜME KÜMEEVLER
ÖDEMİŞ;;38.003505607716;3524-024-01;998;ÇAYIR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.009107241074;OKUL BAHÇESİ - ATAMAN KÜMEEVLER - ÇAYIR SOKAK
TİRE;;38.180739024572;3527-028-01;997;DEREBAŞI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.782569923626;DEREBAŞI MAH. MEYDANI - DEREBAŞI DERE SOKAK
ÖDEMİŞ;;38.232829560306;3524-045-01;998;İNÖNÜ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.974242331285;SEFA OTOPARKI - SEFA SOKAK
BEYDAĞ;;38.065574752852;3506-008-01;993;ÇAMLIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.27385072241;ÇAMLIK MAH. MEYDANI - YONCA SOKAK
BEYDAĞ;;38.063691500149;3506-012-01;993;ERİKLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.237454130026;SEDEF SOKAK
BERGAMA;;39.180842363373;3505-137-01;999;ZAĞNOZ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.34702883184;ZAĞNOS MERKEZ SOKAK
BERGAMA;;39.196145747123;3505-042-01;999;DOĞANCI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.301206550427;DOĞANCI MAH. MUHTARLIĞI BİNASI ÖNÜ - DOĞANCI MERKEZ SOKAK
ÇİĞLİ;;38.500782240886;3510-021-01;16;KÜÇÜK ÇİĞLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.05318799876;8759/2
ÇİĞLİ;;38.490669034993;3510-006-01;16;AYDINLIKEVLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.084245940914;6793
ALİAĞA;;38.698117654402;3502-010-01;3;FATİH;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.020496046444;2418
MENEMEN;;38.56138539606;3522-026-01;17;GAZİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.061221082877;7751
KINIK;;39.083208100514;3518-038-01;996;YUKARI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.383596619121;GÖLCÜK HAMAM SOKAK
URLA;;38.258035280461;3529-029-01;18;YAĞCILAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.681425363123;YAĞCILAR MAH. MEYDANI - 9003 SOKAK
MENEMEN;;38.592896343932;3522-023-01;17;ESATPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.071635007776;1212
KİRAZ;;38.267761030655;3519-037-01;994;PINARBAŞI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.218575844957;İLKOKUL BAHÇESİ - PINARBAŞI SOKAK
KİRAZ;;38.273130975124;3519-018-01;994;EMENLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.186996988521;OMANLAR KÜMEEVLER İLKOKUL BAHÇESİ - OMANLAR SOKAK
BUCA;;38.369753257864;3508-033-01;8;KURUÇEŞME;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.192197928186;AHMET PİRİŞTİNA BULVARI VE 203/10 SOKAK ARASI
KARABAĞLAR;;38.365666442118;3531-058-04;19;YÜZBAŞI ŞERAFETTİN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.095243247489;REMZİ OĞUZ ARIK İLKOKULU
KARABAĞLAR;;38.352281515398;3531-052-01;19;UZUNDERE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.098863252031;UZUNDERE MUHTARLIĞI ÖNÜNDE BULUNAN YEŞİL ALAN VE MEYDAN
KARABAĞLAR;;38.378262381275;3531-033-01;19;LİMONTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.099930202719;EMİR SULTAN ORTAOKULU
KARABAĞLAR;;38.376461402529;3531-032-01;19;GÜNALTAY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.111617147149;3760 SOKAK VE 3788 SOKAK KESİŞİMİNDE BULUNAN YEŞİL ALAN
KARABAĞLAR;;38.38783232491;3531-035-01;19;METİN OKTAY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.09344621937;52/1 SOKAK ÜÇKUYULAR ZABITA KARAKOL AMİRLİĞİ YANI
KONAK;;38.412381237141;3520-081-01;21;NAMIK KEMAL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.131022989518;ALTINYOL ARKEOLOJİK ALAN - EŞREFPAŞA CAD.
MENDERES;;38.212600611901;3521-037-01;13;KÜNER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.124167290993;KÜNER
MENEMEN;;38.665792025673;3522-014-01;17;BURUNCUK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.025499182539;ÇANAKKALE ASFALTI
BAYINDIR;;38.165395360717;3504-044-01;7;İBRAHİMÇAVUŞ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.486910562238;KOCA MEZARLIK
BAYINDIR;;38.167816629571;3504-030-01;7;İBRAHİMÇAVUŞ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.497441132217;ÇIRPI AÇIK PAZARI - MUSLUOĞLU SOKAK
KARABURUN;;38.570642575927;3515-013-01;1000;SALMAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.368396504202;SALMAN DENİZGİREN KÜMEEVLER
BEYDAĞ;;38.085516486287;3506-007-01;993;CUMHURİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.202079904869;ZEYTİNLİK 1 SOKAK
BERGAMA;;38.969264090444;3505-099-01;999;ÖKSÜZLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.254308907381;ÖKSÜZLER SOKAK
BERGAMA;;39.184222185124;3505-066-01;999;İNCECİKLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.152430097429;İNCECİKLER SOKAK
BERGAMA;;39.072429552436;3505-098-01;999;OVACIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.073847211213;İZMİR ÇANAKKALE YOLU CAD.
BERGAMA;;38.970192580541;3505-138-01;999;ZEYTİNDAĞ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.071159487016;ZEYTİNDAĞ ÇOK PROGRAMLI ANADOLU LİSESİ BAHÇESİ - LİSE CAD.
BERGAMA;;39.001547747028;3505-030-01;999;ÇALIBAHÇE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.109676483437;ÇALIBAHÇE SOKAK
KARABAĞLAR;;38.386354364616;3531-013-01;19;BOZYAKA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.123985069298;5714/1
ÇİĞLİ;;38.496651743585;3510-024-01;16;ŞİRİNTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.075229124087;8428 SOKAK (MİNİBÜS SON DURAĞI)
KINIK;;39.063270038644;3518-007-01;996;BALABAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.261972645274;ESKİ OKUL BAHÇESİ - ATEŞ SOKAK
ÖDEMİŞ;;38.137776532967;3524-050-01;998;KAZANLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.940332074071;OKUL BAHÇESİ - KAZANLI SOK.
KİRAZ;;38.160911770141;3519-045-01;994;TAŞLIYATAK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.433221985201;İLKOKUL BAHÇESİ - TAŞLIYATAK SOKAK
URLA;;38.323241443923;3529-031-01;18;YELALTI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.768825084515;ÇİLİNGİR ÇEŞME SOKAK VE YILDIZ PARK SOKAK KESİŞİMİ
KARŞIYAKA;;38.491720243021;3516-018-01;20;MUSTAFA KEMAL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.091391667822;ŞEHİT PİLOT ÜSTEĞMEN OSMAN ONUR ÖZKAYA
KEMALPAŞA;;38.412810834447;3517-026-01;6;BAĞYURDU KAZIMPAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.628322071347;DEVECİ ÖMER SOKAK VE UMUT SOKAK ARASI
KEMALPAŞA;;38.412790747573;3517-001-01;6;BAĞYURDU 29 EKİM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.639529460141;ARIKBAŞI
ÖDEMİŞ;;38.367477529889;3524-023-01;998;ÇAMYAYLA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.941783669634;OKUL BAHÇESİ - YEŞİLDERE SOKAK
ÖDEMİŞ;;38.175171074836;3524-044-01;998;İLKKURŞUN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.860436923092;OKUL BAHÇESİ - İLKKURŞUN MAH. KÜMEEVLER
KİRAZ;;38.184932548044;3519-046-01;994;TEKBIÇAKLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.318509486069;İLKOKUL BAHÇESİ - TEKBIÇAKLAR SOKAK
DİKİLİ;;39.124911310249;3511-013-01;995;İSLAMLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.904685568359;İSLAMLAR MAH. MEYDANI - İSLAMLAR ATATÜRK CAD.
BEYDAĞ;;38.07303553197;3506-018-01;993;PALAMUTÇUK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.27577763561;ÇAĞLAR SOKAK
BERGAMA;;39.022742525713;3505-028-01;999;CEVAPLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.15649046107;CEVAPLI MAH. MUHTARLIĞI BİNASI ÖNÜ - CEVAPLI SOKAK
BEYDAĞ;;38.11805979994;3506-009-01;993;ÇİFTLİKKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.20585511503;MANDIRAS SOKAK
KİRAZ;;38.232024215529;3519-011-01;994;CUMHURİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.217187902171;HÜSEYİN SARI İLKOKULU VE ORTAOKULU BAHÇESİ - CUMHURİYET SOKAK
BERGAMA;;39.027778511935;3505-025-01;999;BOZKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.112404236822;BOZKÖY SOKAK
BEYDAĞ;;38.116127390198;3506-025-01;993;YUKARITOSUNLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.158710006544;GÜVEN SOKAK
BERGAMA;;39.306117368447;3505-075-01;999;KAPLAN (GÖÇBEYLİ BUCAĞI);;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.410624476477;KAPLAN (GÖÇBEYLİ BUCAĞI) SOKAK
DİKİLİ;;39.159947991461;3511-023-01;995;NEBİLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.901784627523;OKUL BAHÇESİ - NEBİLER 1 SOKAK
KEMALPAŞA;;38.408629716372;3517-002-01;6;ÖREN 75.YIL CUMHURİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.585141736067;ÖREN TURGUTLU CAD.
SEFERİHİSAR;;38.21216885886;3525-004-01;12;CAMİKEBİR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.82530633187;87/4
DİKİLİ;;39.207495126092;3511-002-01;995;BAHÇELİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.817536659779;BAHÇELİ MAH. OKUL BAHÇESİ
ÖDEMİŞ;;38.246887047349;3524-046-01;998;KARADOĞAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.912471226492;OKUL BAHÇESİ - KARADOĞAN MAH. KÜMEEVLER
ÖDEMİŞ;;38.225804805815;3524-077-01;998;SEKİKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.853267240074;OKUL BAHÇESİ - SEKİKÖY MAH. KÜMEEVLER
ÖDEMİŞ;;38.227391928912;3524-067-01;998;MEŞRUTİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.965974966372;OKUL BAHÇESİ - ORDU CAD.
MENEMEN;;38.628926369117;3522-003-01;17;75.YIL CUMHURİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.909019025782;43 SOKAK VE 43/1 SOKAK KESİŞİMİ
KARŞIYAKA;;38.467942142507;3516-005-01;20;BAHÇELİEVLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.123737684658;1851/10
ALİAĞA;;38.882677269521;3502-028-01;3;YENİŞAKRAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.065643128686;FATİH SULTAN MEHMET CAD. VE 3116 SOKAK KESİŞİMİ
BORNOVA;;38.472028827147;3507-027-01;2;KIZILAY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.218696102792;467 SOKAK VE 477 SOKAK KESİŞİMİ
BORNOVA;;38.487429926518;3507-020-01;2;İNÖNÜ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.204708496638;981 SOKAK VE 974 SOKAK KESİŞİMİ
BUCA;;38.317284926045;3508-031-01;8;KIRKLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.320592200834;5029 SOKAK
BAYINDIR;;38.147424995143;3504-026-01;7;HASKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.502352561386;VALİ KAZIM DİRİK CAD.
KEMALPAŞA;;38.42331973627;3517-031-01;6;MEHMET AKİF ERSOY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.433832230321;KEMALPAŞA BELEDİYESİ BİNASI ÖNÜ - İNÖNÜ CAD.
KEMALPAŞA;;38.488631812353;3517-030-01;6;KUYUCAK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.390848206145;KUYUCAK MAH. MEYDANI
KEMALPAŞA;;38.439452698957;3517-029-01;6;KIZILÜZÜM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.367384899506;KIZILÜZÜM MAH. MEYDANI
KEMALPAŞA;;38.337265747403;3517-025-01;6;KAMBERLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.572331308861;KAMBERLER MAH. MEYDANI
KEMALPAŞA;;38.350172293259;3517-034-01;6;OVACIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.681120119794;OVACIK MAH. MEYDANI
MENEMEN;;38.626054743309;3522-020-01;17;DEĞİRMENDERE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.148123053307;23 NİSAN
KARABAĞLAR;;38.388245957556;3531-041-01;19;REFET BELE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.113246205546;9156 SOKAK
FOÇA;;38.658509674704;3512-009-01;4;KAZIM DİRİK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.85289994232;408 SOKAK VE 3. SOKAK KESİŞİMİ
ÇİĞLİ;;38.515923632477;3510-005-01;16;ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.064302145231;8838/18
ÇİĞLİ;;38.499422954807;3510-015-01;16;GÜZELTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.075737348563;8416/3 SOKAK VE 8422 SOKAK ARASI
BAYINDIR;;38.252706684449;3504-031-01;7;KABAAĞAÇ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.751662150846;KABAAĞAÇ SOKAK
