ILCE;KAPINO;ENLEM;ACIKLAMA;ILCEID;MAHALLE;MAHALLEID;ADI;BOYLAM;YOL
URLA;;38.365277753807;3529-017-04;18;KALABAK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.823293908878;3058 SOKAK
MENDERES;;38.259962025736;3521-032-04;13;KASIMPAŞA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.127106266103;236
KEMALPAŞA;;38.385335953606;3517-049-04;6;YUKARIKIZILCA MERKEZ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.499469831805;BELEDİYE CAD.
KARŞIYAKA;;38.464124035921;3516-013-04;20;GONCALAR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.101984793339;BÖLGESEL AÇIK OTOPARK - 6003 VE 6007/3 SOKAK KESİŞİMİ
MENEMEN;;38.601446221629;3522-023-04;17;ESATPAŞA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.090342869732;1320
KEMALPAŞA;;38.395481712014;3517-006-04;6;AŞAĞIKIZILCA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.512058119459;2001
ÖDEMİŞ;;38.220621048895;3524-089-04;998;ÜÇ EYLÜL;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.96400914766;FAKÜLTE CADDESİ
BAYRAKLI;;38.460186054008;3530-013-04;11;MANAVKUYU;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.191903605267;274/5 Sokak Sakarya Cad. Arası
KEMALPAŞA;;38.461075346385;3517-004-04;6;AKALAN;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.484614151133;1521
ÖDEMİŞ;;38.233479992511;3524-045-04;998;İNÖNÜ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.975563071586;İNÖNÜ MAH.KUNURİ SOKAK
KEMALPAŞA;;38.413698743061;3517-001-04;6;BAĞYURDU 29 EKİM;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.639497458566;ZEYTİNCİK SOKAK VE CAMİKEBİR SOKAK ARASI
KARABAĞLAR;;38.368818439009;3531-017-04;19;DEVRİM;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.108464175874;DEVRİM PARKI - ESKİ İZMİR CAD. VE 3753/20 SOKAK KESİŞİMİ
BORNOVA;;38.436182234198;3507-026-04;2;KEMALPAŞA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.247044372021;RAHVAN AT YARIŞI ALANI - 7401/1 SOKAK
GÜZELBAHÇE;;38.376559739264;3514-011-04;1;YALI;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.890554705788;196
ÇEŞME;;38.403000574694;3509-014-04;1001;ILDIR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.483135245423;30019 SOKAK
BUCA;;38.38387442471;3508-032-04;8;DUMLUPINAR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.169398846309;BUCA SPOR TESİSLERİ
URLA;;38.323467601271;3529-013-04;18;HACI İSA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.767715114045;BÜLENT BARATALI
ÇİĞLİ;;38.491931965224;3510-023-04;16;SASALI MERKEZ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.949435474957;10
BORNOVA;;38.489643846853;3507-015-04;2;EVKA 4;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.213000941305;İSA YUSUF ALPTEKİN CAD.VE BARBAROS CAD. KESİŞİMİ
KONAK;;38.429425190827;3520-045-04;21;HALKAPINAR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.17114376105;1443
FOÇA;;38.658909574984;3512-001-04;4;ATATÜRK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.764500377755;99. SOKAK VE 101 . SOKAK KESİŞİMİ
KARŞIYAKA;;38.464631283182;3516-005-04;20;BAHÇELİEVLER;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.119179765991;YAŞAR AKSOY
KARŞIYAKA;;38.49486476933;3516-018-04;20;MUSTAFA KEMAL;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.091369047212;6753/17
ÇEŞME;;38.350831219397;3509-011-04;1001;DALYAN;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.309087866266;4173 SOKAK
ALİAĞA;;38.821212992975;3502-026-04;3;YALI;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.985880999902;23 NİSAN
ALİAĞA;;38.789628161879;3502-023-04;3;SİTELER;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.960427094736;EMEK CAD. VE ÖZLEM CAD. KESİŞİMİ
KEMALPAŞA;;38.417634296875;3517-043-04;6;BAĞYURDU YENİ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.632233349935;MENDERES CAD.
FOÇA;;38.667209522907;3512-005-04;4;FEVZİPAŞA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.755700406583;211
KEMALPAŞA;;38.431909399902;3517-038-04;6;SEKİZ EYLÜL;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.412350462025;KİRAZLI CAD. VE 128 SOKAK KESİŞİMİ
TORBALI;;38.151050830456;3528-037-04;9;MURATBEY;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.355763293963;ATİLLA SUNAR
KEMALPAŞA;;38.479374519673;3517-032-04;6;ULUCAK MUSTAFA KEMAL ATATÜRK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.356926475443;SITKI AYDINEL CAD. VE 9241 SOKAK ARASI
KEMALPAŞA;;38.400232106101;3517-023-04;6;ARMUTLU HÜRRİYET;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.531444912571;LALE SOKAK VE SELVİ SOKAK KESİŞİMİ
TORBALI;;38.163516691205;3528-022-04;9;ERTUĞRUL;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.352397259113;3001
TORBALI;;38.146902861732;3528-051-04;9;TEPEKÖY;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.365838249416;4555 SOKAK
GÜZELBAHÇE;;38.352992980272;3514-004-04;1;KAHRAMANDERE;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.871945745761;MİTHAT ÜNAL
SELÇUK;;37.94701392458;3526-003-04;10;ATATÜRK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.372198537335;ATATÜRK MAHALLESİ ŞEHABEDDİN DEDE CAD ÜZERİ PARK
SEFERİHİSAR;;38.202558011023;3525-004-04;12;CAMİKEBİR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.83119885587;84/15
ÖDEMİŞ;;38.234014004353;3524-099-04;998;ZAFER;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.992184989573;ŞEHİT ERDAL BODUR
KARABAĞLAR;;38.386952797362;3531-048-04;19;TAHSİN YAZICI;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.110625578375;KADIN HAKLARI PARKI - 9306/2 SOKAK
KARABAĞLAR;;38.392903269069;3531-021-04;19;ESENYALI;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.091854694296;119/1
URLA;;38.363412099146;3529-015-04;18;İSKELE;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.766407897476;2109
KINIK;;39.089008069195;3518-037-04;996;YENİ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.381096621315;BAYRAK SOKAK NO:22
DİKİLİ;;39.082009303923;3511-003-04;995;CUMHURİYET;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.888155656445;BAHRİYE ÜÇOK CAD.
TİRE;;38.095439436418;3527-043-04;997;HÜRRİYET;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.729216513202;TENİS KORTU SAHASI - GÜVEN CAD.
KINIK;;39.090308073005;3518-016-04;996;FATİH;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.390296574112;ATATÜRK CADDESİ NO:190
KEMALPAŞA;;38.427026454627;3517-040-04;6;SOĞUKPINAR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.417164540114;ATATÜRK
KARABAĞLAR;;38.390794317088;3531-054-04;19;VATAN;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.100746177718;VATAN MAH. PAZAR YERİ
KARABAĞLAR;;38.379946382904;3531-003-04;19;ALİ FUAT CEBESOY;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.109814149919;KARABAĞLAR BELEDİYESİ İZMİR ŞEHİTLER PARKI
NARLIDERE;;38.395288195167;3523-011-04;5;YENİKALE;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.007776633536;UTKU
FOÇA;;38.657809665415;3512-015-04;4;YENİBAĞARASI;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.841300000502;KAZANCILI MEVKİİ KÜME EVLER
FOÇA;;38.749409220183;3512-014-04;4;MUSTAFA KEMAL ATATÜRK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.860899741144;HALİDE EDİP ADIVAR CADDESİ VE  VOLKAN  KESİŞİMİ
GAZİEMİR;;38.343201609657;3513-004-04;15;BEYAZEVLER;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.14379304264;SAĞLIK KÖYÜ ÇEVRESİ - 544 SOKAK VE 555/1 SOKAK ARASI
KARŞIYAKA;;38.490809583901;3516-027-04;20;ZÜBEYDE HANIM;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.108838013474;7448/10
GAZİEMİR;;38.31829873029;3513-003-04;15;ATIFBEY;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.135510125939;64 SOKAK VE 71 SOKAK KESİŞİMİ
SELÇUK;;37.942533779038;3526-006-04;10;CUMHURİYET;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.370161097579;5028 SOKAK
MENEMEN;;38.605535367885;3522-060-04;17;VİLLAKENT;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.918090098421;5102 SOKAK VE 5103 SOKAK KESİŞİMİ
KINIK;;39.088280493665;3518-035-04;996;YAYAKENT;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.304584098493;OKUL BİNASI YANI - POYRAZ SOKAK
KINIK;;39.091747015843;3518-031-04;996;POYRACIK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.342370802632;KIZILBEY
GÜZELBAHÇE;;38.367276317826;3514-009-04;1;SİTELER;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.86398098706;462
BALÇOVA;;38.38890028313;3503-003-04;14;EĞİTİM;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.059443386392;3. SELİM
BALÇOVA;;38.391122267714;3503-007-04;14;ONUR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.055277403587;DALYA
KEMALPAŞA;;38.408816712835;3517-002-04;6;ÖREN 75.YIL CUMHURİYET;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.583157745501;BAHÇECİLER SOKAK
KEMALPAŞA;;38.413811734644;3517-026-04;6;BAĞYURDU KAZIMPAŞA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.63169649709;İZMİR CAD.NO:75 KAZIMDİRİK İLKÖĞRETİM OKULU
KEMALPAŞA;;38.429330438512;3517-007-04;6;SEKİZ EYLÜL;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.412646559546;İZMİR CADDESİ NO:328 EYLÜL ORTAOKULU
BUCA;;38.368750696365;3508-002-04;8;ADATEPE;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.21053099714;DOKUZ EYLÜL ÜNİVERSİTESİ TINAZTEPE YERLEŞKESİ (ÇEVRE YOLU GİRİŞ KISMI)
GAZİEMİR;;38.310127772038;3513-014-04;15;SEVGİ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.13457214445;ESKİ ŞANTİYE ALANI - NEVVAR SALİH İŞGÖREN CAD.
ÇİĞLİ;;38.497020720246;3510-027-04;16;YENİ MAHALLE;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.054802225155;8208
ÇİĞLİ;;38.502611036382;3510-026-04;16;YAKAKENT;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.074236333662;YAKAKENT MAH. 8087/1 SK. NO: 33/4 ÇİĞLİ / İZMİR
ÇİĞLİ;;38.491082766302;3510-022-04;16;MALTEPE;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.070111158612;8108
KEMALPAŞA;;38.415957629584;3517-003-04;6;ARMUTLU 85.YIL CUMHURİYET;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.535891969142;SANAYİ CAD.
NARLIDERE;;38.379029971069;3523-008-04;5;LİMANREİS;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.927932643927;BUĞDAY
ÇİĞLİ;;38.504410685752;3510-009-04;16;ÇAĞDAŞ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.058667193172;8819
KEMALPAŞA;;38.41888709594;3517-035-04;6;ÖRNEKKÖY;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.466571751619;OKUL CAD. VE 1005 SOKAK KESİŞİMİ
KARABAĞLAR;;38.360731463702;3531-057-04;19;YURDOĞLU;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.091624273898;DR. LEBİT YURTOĞLU PARKI - 3948/4 SOKAK
BORNOVA;;38.479068953931;3507-001-04;2;ATATÜRK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.189825584644;909 SOKAK VE 915 SOKAK KESİŞİMİ
BAYINDIR;;38.215712776611;3504-048-04;7;SADIKPAŞA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.645496737086;MERKEZ İSMET İNÖNÜ ORTAOKULU
BUCA;;38.377586472085;3508-004-04;8;ATATÜRK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.183851784556;202/14
BAYRAKLI;;38.492599825923;3530-012-04;11;KÖRFEZ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.134167838349;7383/5
ÇEŞME;;38.289661979309;3509-019-04;1001;OVACIK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.313137917966;7000 SOKAK VE 7053 SOKAK KESİŞİMİ
ÇEŞME;;38.325887893025;3509-023-04;1001;ŞİFNE;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.411019751191;6000 SOKAK VE 6365 SOKAK KESİŞİMİ
ÇEŞME;;38.272773991712;3509-022-04;1001;ALTINKUM;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.257729621657;457
ÇEŞME;;38.316981692626;3509-018-04;1001;MUSALLA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.306244821885;1058
BUCA;;38.372166479764;3508-014-04;8;ÇAMLIKULE;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.163540895439;222/57
NARLIDERE;;38.395644577817;3523-006-04;5;HUZUR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.990297348948;İLHAN SELÇUK
GÜZELBAHÇE;;38.362783232684;3514-003-04;1;ÇELEBİ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.885009304548;488
ÇEŞME;;38.2929696263;3509-002-04;1001;ALAÇATI;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.364786606037;14000
KARABAĞLAR;;38.391955786961;3531-031-04;19;KAZIM KARABEKİR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.114978182659;BARIŞ PARKI - 9218 SOKAK
BEYDAĞ;;38.08692896363;3506-007-04;993;CUMHURİYET;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.206398155833;EREN SOKAK YEŞİL ALAN
BEYDAĞ;;38.087549965505;3506-004-04;993;ATATÜRK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.211859129253;ATATÜRK KÜLTÜR CAD.
BUCA;;38.37278253363;3508-033-04;8;KURUÇEŞME;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.190902244409;HOCA AHMET YESEVİ CAD. VE 203/48 SOKAK KESİŞİMİ
ÖDEMİŞ;;38.224474044118;3524-042-04;998;HÜRRİYET;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.981281057519;HÜRRİYET MAH.MENDERES CADDESİ
ÖDEMİŞ;;38.234665988782;3524-003-04;998;ANAFARTALAR;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.978113057507;SARAÇOĞLU CADDESİ
ÇİĞLİ;;38.499436738626;3510-012-04;16;EVKA-2;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.083864076428;EVKA-2 MAH. 6858 SK. TUĞBA ÖZBEK ANADOLU LİS. SİTESİ NO: 10 ÇİĞLİ / İZMİR
ÇİĞLİ;;38.490129782778;3510-006-04;16;AYDINLIKEVLER;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.08065510808;6790
FOÇA;;38.673109494017;3512-008-04;4;İSMETPAŞA;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.756600391053;MERSİNAKİCADDESİ VE 165 SOKAK KESİŞİMİ
MENDERES;50;38.256257059629;3521-022-04;13;GÖLCÜKLER;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.141005202153;CUMAOVASI
BORNOVA;;38.461859070269;3507-025-04;2;KAZIMDİRİK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.216350481102;BORNOVA BÜYÜKPARK - FEVZİ ÇAKMAK CAD. VE 156 SOKAK KESİŞİMİ
BALÇOVA;;38.38890027102;3503-006-04;14;KORUTÜRK;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI ;27.047777445464;DEMİRCİ EFE
BALÇOVA;;38.363749343133;3503-002-04;14;ÇETİN EMEÇ;;4 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI ;27.082512258128;YAZAR
ÇEŞME;;38.335984260621;3509-021-05;1001;SAKARYA;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.304001916679;3118 SOKAK
URLA;;38.38591370797;3529-010-05;18;DENİZLİ;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.752318587076;73
ÇEŞME;;38.289385879045;3509-022-05;1001;ŞEHİT MEHMET;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.235387701363;342
KINIK;;39.091295908962;3518-031-05;996;POYRACIK;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.354989635895;CAMİ
GÜZELBAHÇE;;38.362720234266;3514-003-05;1;ÇELEBİ;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.886604296451;425
GÜZELBAHÇE;;38.338944933151;3514-012-05;1;YELKİ;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.866333282123;2265
BAYRAKLI;;38.482328870224;3530-019-05;11;POSTACILAR;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.125210899738;7600
NARLIDERE;;38.395068304974;3523-011-05;5;YENİKALE;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.009039992619;DİLMAÇ
KARŞIYAKA;;38.453044720432;3516-007-05;20;BOSTANLI;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.104298406089;1783
ÇEŞME;;38.358683584436;3509-008-05;1001;CUMHURİYET;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.292886281659;4508
NARLIDERE;;38.39190684276;3523-005-05;5;ÇATALKAYA;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.998997891157;ZEYTİNDALI
ÇİĞLİ;66;38.497311399175;3510-012-05;16;EVKA-2;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.080199928531;6845
URLA;;38.31127253125;3529-014-05;18;İÇMELER;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.703132444173;1130
URLA;;38.350408275477;3529-023-05;18;ÖZBEK;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.680335570133;EĞRİLİMAN
KARŞIYAKA;;38.463004293222;3516-003-05;20;ATAKENT;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.09117343599;BESTEKAR SADİ HOŞSES
URLA;;38.352738672834;3529-002-05;18;ATATÜRK;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.801927567955;2031
URLA;;38.333626057093;3529-034-05;18;YENİKENT;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.770264259641;HASAN TÜMERK
NARLIDERE;;38.393551539909;3523-009-05;5;NARLI;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.004317144354;NAZIM
ÇİĞLİ;;38.492219776207;3510-006-05;16;AYDINLIKEVLER;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.085030082992;6796/1
KARŞIYAKA;;38.471311871204;3516-009-05;20;DEDEBAŞI;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.106009627043;6117
GÜZELBAHÇE;;38.356247250696;3514-004-05;1;KAHRAMANDERE;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.870473388713;743
BAYRAKLI;;38.49179882474;3530-012-05;11;KÖRFEZ;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.12893086505;7368/5
BAYRAKLI;;38.479758883223;3530-016-05;11;ONUR;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.125230904114;AKIN KIVANÇ
NARLIDERE;;38.393945960152;3523-004-05;5;ÇAMTEPE;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.009905311025;GÜNGÖREN
GÜZELBAHÇE;;38.379517866302;3514-006-05;1;MALTEPE;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.911879417713;31
ÇEŞME;;38.318843754962;3509-018-05;1001;MUSALLA;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.30568513956;1030
ALİAĞA;;38.82138670801;3502-026-05;3;YALI;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.985031796436;19 MAYIS
ÇİĞLİ;;38.51543961896;3510-013-05;16;EVKA-5;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.048884223016;8926
TORBALI;;38.150707470231;3528-037-05;9;MURATBEY;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.354708870742;ATİLLA SUNAR
ÇİĞLİ;;38.503214690419;3510-009-05;16;ÇAĞDAŞ;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.056797203733;8713
NARLIDERE;;38.391884508023;3523-007-05;5;ILICA;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.0247085708;PALANDÖKEN
KARŞIYAKA;;38.489728112658;3516-027-05;20;ZÜBEYDE HANIM;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.109971765627;7448/17
FOÇA;;38.665809529637;3512-001-05;4;ATATÜRK;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.755400410638;DEĞİRMENLİK
MENDERES;;38.255090072042;3521-038-05;13;MİTHATPAŞA;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.147469172054;548/1
ÇEŞME;;38.231464295464;3509-019-05;1001;OVACIK;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.331348328429;ÖZPAMİR SİTESİ
BAYRAKLI;;38.462482042005;3530-013-05;11;MANAVKUYU;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.192079600654;275/1 ve 249 Sokakları Arası
ÇEŞME;;38.357139792709;3509-013-05;1001;GERMİYAN;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.464845422106;27085
BAYRAKLI;;38.474109919983;3530-017-05;11;ORG.NAFİZ GÜRMAN;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.13259787693;KUBİLAY
BUCA;;38.369943500502;3508-014-05;8;ÇAMLIKULE;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.172636853653;242/36
BUCA;;38.37108747364;3508-044-05;8;YEŞİLBAĞLAR;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.152758951305;BUCA 637/55  SK KATLI OTOPARK
KARŞIYAKA;;38.453125270714;3516-001-05;20;AKSOY;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.111760343775;1743
KEMALPAŞA;;38.426184626029;3517-031-05;6;MEHMET AKİF ERSOY;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.428811652023;244
BAYRAKLI;;38.455433076015;3530-014-05;11;MANSUROĞLU;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.189565625327;273/8
ÖDEMİŞ;;38.24226195447;3524-080-05;998;SÜLEYMAN DEMİREL;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.984191016351;SÜLEYMAN DEMİREL MAH.Ş.ŞERİF ALİ ÖREN CAD.
KEMALPAŞA;;38.460772345228;3517-004-05;6;AKALAN;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.481516167058;1509
ÖDEMİŞ;;38.223809044693;3524-042-05;998;HÜRRİYET;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.977787074757;HÜRRİYET MAH.MENDERES CADDESİ
KEMALPAŞA;;38.416333727734;3517-001-05;6;BAĞYURDU 29 EKİM;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.638365459707;KEMAL ATATÜRK CAD.
GÜZELBAHÇE;;38.376262299088;3514-011-05;1;YALI;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.889080048797;101
BORNOVA;;38.429582081631;3507-026-05;2;KEMALPAŞA;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.265356824247;PINAR CAD. VE 7057 SOKAK KESİŞİMİ
ÇEŞME;;38.398474598646;3509-014-05;1001;ILDIR;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.483514252236;30202 SOKAK VE 30208 SOKAK KESİŞİMİ
URLA;;38.363216103573;3529-015-05;18;İSKELE;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.769011885057;FEVZİ ÇAKMAK CADDESİ VE 2121 SOKAK KESİŞİMİ (4434/1)
ÇEŞME;;38.29934188351;3509-010-05;1001;ÇİFTLİK;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.28349444091;22
ÇEŞME;;38.331753839205;3509-005-05;1001;ARDIÇ;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.390488842998;5448/1 SOKAK VE 5448 SOKAK KESİŞİMİ
KONAK;;38.428940194886;3520-045-05;21;HALKAPINAR;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.172880753225;1201
KARŞIYAKA;;38.475002355941;3516-022-05;20;ŞEMİKLER;;5 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.092834866687;6287
